relative_path,sha256,bytes,frames
MeshMamba_rgb_texture_Gun_Powder_Keg_v1_L3/fixations.json,69a099795bc55e35edfcd2bcd5bbd920a32130d1d30faee288f518b4fc6771c5,750445,510
MeshMamba_rgb_texture_Handheld_Game_unit_v1_L3/fixations.json,f16a33d12026b8a5bfbc201ea4ef34d4a22745eccf9854f0e5b48f2f02179191,728432,510
MeshMamba_rgb_texture_Holsteind_v2_L3/fixations.json,31042550b0238d5ebe92b211f54aefc9fb635c686e937ea7add6638bb9fa9052,734713,510
MeshMamba_rgb_texture_Horse_v01_L3/fixations.json,56a78f0be04d81fb4723a971e4609f52380db29a4f98263d557c4c047af111ae,737328,510
MeshMamba_rgb_texture_Hover_Truck_v1_L2/fixations.json,8b639a60f7244419e99d3d18a5b6aaa0498cce951041e1d00f24b456a90f1be0,730131,510
MeshMamba_rgb_texture_Ice_Cream_V1_L3/fixations.json,d4bcad07fce2b36a3c4294ad0d64dd92e49a301afe40bf77ff0d9ddee87e06d2,722550,510
MeshMamba_rgb_texture_Ichthyosaurus_V1_L2/fixations.json,fad18b8709c3c4fb658a79e8b8e1da8a1eb4c106fc5a3279c8fd2525494d62a9,729986,510
MeshMamba_rgb_texture_Impact_Driver_v2_L3/fixations.json,2af9c240be6f97039bdd741e67e6bce6300a111337fe2a59498c05f3175ee44e,747636,510
MeshMamba_rgb_texture_Jambu_Fruit_Dove_v1_L3/fixations.json,b96be2c564d689393a92bb0d18a6fe035ac9cd66a18e6ea019eaffe1f526365e,738521,510
MeshMamba_rgb_texture_Jukebox_bubbler_style_V2_L1/fixations.json,e42ba4e3cc6c8abac8d6957001ca236d74a7d91803d20ef9d1df4a8a940122b0,726772,510
MeshMamba_rgb_texture_Kangaroo_v1_L3/fixations.json,b62e33916b34c9a37d1ac40c1eee49f4f15f93a4c733e701c006523c05e416cf,740286,510
MeshMamba_rgb_texture_King_Cake_v2_L2/fixations.json,49a80d584770a0c992a6f304f48f17e83e71122fc66e9dbfcc8e0cde9c19d79a,734914,510
MeshMamba_rgb_texture_Lamb_v1_L2/fixations.json,8b3d5bfbcbfe54476632c317cc3f704053b6d83a9fc396942afb56ccf1af5b7c,756092,510
